timestamp,hour,month,temp_c,cloud_pct,wind_speed_kmh,air_density,uv_index,solar_kw,wind_kw
2025-01-02 09:00:00,9,1,15.2,65.3,17.8,1.224,1.7,7.9,26.4
2025-01-02 10:00:00,10,1,45.3,59.7,13.7,1.108,3.7,66.3,16.3
2025-01-02 11:00:00,11,1,36.2,66.7,23.6,1.141,5.0,103.7,30.6
2025-01-02 12:00:00,12,1,21.2,72.8,27.1,1.199,6.4,129.6,42.9
2025-01-02 13:00:00,13,1,27.3,79.1,26.3,1.175,4.4,73.7,38.1
2025-01-02 14:00:00,14,1,20.3,82.9,12.5,1.203,2.5,22.5,16.7
2025-01-02 15:00:00,15,1,45.1,95.6,27.0,1.109,0.2,0.0,41.6
2025-01-02 16:00:00,16,1,25.6,93.2,37.1,1.182,0.0,0.0,52.4
2025-01-02 17:00:00,17,1,6.7,92.7,21.4,1.261,0.0,0.0,29.9
2025-01-02 18:00:00,18,1,44.7,19.9,12.1,1.111,0.0,0.0,14.3
2025-01-02 19:00:00,19,1,41.7,43.8,19.9,1.121,0.0,0.0,27.9
2025-01-02 20:00:00,20,1,41.8,14.2,41.0,1.121,0.0,0.0,60.4
2025-01-02 21:00:00,21,1,37.4,15.8,12.9,1.137,0.0,0.0,15.7
2025-01-02 22:00:00,22,1,18.7,18.2,20.5,1.209,0.0,0.0,30.2
2025-01-02 23:00:00,23,1,14.2,74.8,20.7,1.228,0.0,0.0,24.4
2025-01-03 00:00:00,0,1,31.8,41.2,16.9,1.158,0.0,0.0,20.8
2025-01-03 01:00:00,1,1,32.8,66.4,11.1,1.154,0.0,0.0,11.5
2025-01-03 02:00:00,2,1,25.4,33.0,34.2,1.182,0.0,0.0,48.0
2025-01-03 03:00:00,3,1,30.9,3.6,11.7,1.161,0.0,0.0,15.6
2025-01-03 04:00:00,4,1,26.4,98.3,42.8,1.178,0.0,0.0,58.7
2025-01-03 05:00:00,5,1,31.6,68.4,10.2,1.158,0.0,0.0,10.8
2025-01-03 06:00:00,6,1,13.3,87.1,19.7,1.232,0.0,0.0,31.4
2025-01-03 07:00:00,7,1,38.1,84.7,36.9,1.134,0.0,0.0,52.8
2025-01-03 08:00:00,8,1,9.5,51.4,18.9,1.249,0.8,0.0,24.6
2025-01-03 09:00:00,9,1,25.1,14.4,28.5,1.184,4.3,89.0,33.8
2025-01-03 10:00:00,10,1,46.1,13.6,20.3,1.106,6.0,143.4,26.5
2025-01-03 11:00:00,11,1,18.2,53.1,19.4,1.212,5.7,115.1,26.9
2025-01-03 12:00:00,12,1,20.9,63.8,26.1,1.2,6.8,135.6,34.7
2025-01-03 13:00:00,13,1,18.7,18.3,28.5,1.209,7.4,169.2,42.9
2025-01-03 14:00:00,14,1,17.4,7.9,33.7,1.215,6.3,148.2,45.1
2025-01-03 15:00:00,15,1,34.9,11.9,5.2,1.146,4.4,107.6,4.5
2025-01-03 16:00:00,16,1,29.2,35.9,20.8,1.167,1.5,16.6,21.3
2025-01-03 17:00:00,17,1,10.6,79.1,41.4,1.244,0.0,0.0,59.9
2025-01-03 18:00:00,18,1,15.3,96.9,30.2,1.224,0.0,0.0,41.4
2025-01-03 19:00:00,19,1,25.1,33.6,6.6,1.184,0.0,0.0,3.6
2025-01-03 20:00:00,20,1,11.9,45.0,32.5,1.238,0.0,0.0,41.1
2025-01-03 21:00:00,21,1,40.6,19.1,18.3,1.125,0.0,0.0,19.6
2025-01-03 22:00:00,22,1,22.4,31.3,36.3,1.194,0.0,0.0,52.1
2025-01-03 23:00:00,23,1,9.5,99.5,20.8,1.249,0.0,0.0,27.8
2025-01-04 00:00:00,0,1,32.7,11.4,41.7,1.154,0.0,0.0,60.2
2025-01-04 01:00:00,1,1,43.6,35.8,13.0,1.114,0.0,0.0,12.0
2025-01-04 02:00:00,2,1,23.0,89.0,9.2,1.192,0.0,0.0,13.1
2025-01-04 03:00:00,3,1,28.3,35.6,27.0,1.171,0.0,0.0,35.8
2025-01-04 04:00:00,4,1,22.2,81.1,7.2,1.195,0.0,0.0,7.4
2025-01-04 05:00:00,5,1,28.8,2.6,8.0,1.169,0.0,0.0,8.0
2025-01-04 06:00:00,6,1,21.2,99.0,8.4,1.199,0.0,0.0,10.6
2025-01-04 07:00:00,7,1,13.6,25.2,40.7,1.231,0.4,0.0,59.0
2025-01-04 08:00:00,8,1,17.6,35.6,30.8,1.214,1.6,14.5,49.7
2025-01-04 09:00:00,9,1,23.1,36.5,8.1,1.192,3.2,59.4,11.6
2025-01-04 10:00:00,10,1,35.9,18.7,16.2,1.142,5.7,136.3,20.3
2025-01-04 11:00:00,11,1,24.9,98.4,14.9,1.184,3.4,42.5,17.1
2025-01-04 12:00:00,12,1,10.0,16.5,11.7,1.247,9.2,228.3,13.5
2025-01-04 13:00:00,13,1,32.8,98.1,24.1,1.154,3.4,35.9,29.2
2025-01-04 14:00:00,14,1,32.9,3.4,42.5,1.153,6.5,157.9,59.1
2025-01-04 15:00:00,15,1,40.5,78.3,21.4,1.125,1.1,0.0,26.9
2025-01-04 16:00:00,16,1,14.2,33.5,38.8,1.228,1.7,31.3,56.5
2025-01-04 17:00:00,17,1,17.8,29.6,31.5,1.213,0.2,0.0,44.2
2025-01-04 18:00:00,18,1,20.1,17.5,6.7,1.204,0.0,0.0,0.0
2025-01-04 19:00:00,19,1,31.6,40.7,34.2,1.158,0.0,0.0,51.1
2025-01-04 20:00:00,20,1,25.9,83.2,30.3,1.18,0.0,0.0,40.9
2025-01-04 21:00:00,21,1,29.5,35.7,9.9,1.166,0.0,0.0,16.2
2025-01-04 22:00:00,22,1,13.2,85.9,10.2,1.233,0.0,0.0,12.7
2025-01-04 23:00:00,23,1,18.9,82.2,11.6,1.209,0.0,0.0,15.0
2025-01-05 00:00:00,0,1,31.4,38.5,23.8,1.159,0.0,0.0,35.3
2025-01-05 01:00:00,1,1,7.6,33.1,25.5,1.257,0.0,0.0,37.6
2025-01-05 02:00:00,2,1,29.6,7.5,26.7,1.166,0.0,3.8,39.1
2025-01-05 03:00:00,3,1,26.9,43.7,12.1,1.176,0.0,0.0,13.9
2025-01-05 04:00:00,4,1,16.9,63.9,5.8,1.217,0.0,0.0,9.4
2025-01-05 05:00:00,5,1,45.8,44.9,15.4,1.107,0.0,0.0,17.5
2025-01-05 06:00:00,6,1,18.8,29.8,28.7,1.209,0.0,0.0,35.4
2025-01-05 07:00:00,7,1,23.6,95.6,35.6,1.19,0.0,0.0,49.0
2025-01-05 08:00:00,8,1,40.2,89.6,27.8,1.126,0.0,0.0,38.4
2025-01-05 09:00:00,9,1,24.3,74.3,16.1,1.187,1.3,0.0,25.6
2025-01-05 10:00:00,10,1,32.9,11.7,36.6,1.153,6.1,148.9,48.8
2025-01-05 11:00:00,11,1,24.6,25.0,11.4,1.186,7.1,162.6,13.8
2025-01-05 12:00:00,12,1,12.1,52.8,8.7,1.237,7.4,157.5,6.6
2025-01-05 13:00:00,13,1,24.1,72.9,36.2,1.188,4.7,78.3,49.9
2025-01-05 14:00:00,14,1,15.8,58.0,25.8,1.222,3.8,65.8,33.4
2025-01-05 15:00:00,15,1,42.9,6.1,36.7,1.117,4.7,110.4,49.3
2025-01-05 16:00:00,16,1,30.2,47.3,31.8,1.164,1.0,5.6,44.0
2025-01-05 17:00:00,17,1,38.3,82.5,23.4,1.133,0.0,0.0,26.5
2025-01-05 18:00:00,18,1,12.3,2.2,28.8,1.237,0.0,0.0,36.6
2025-01-05 19:00:00,19,1,35.4,43.7,8.0,1.144,0.0,0.0,5.9
2025-01-05 20:00:00,20,1,34.4,44.5,40.8,1.148,0.0,0.0,58.6
2025-01-05 21:00:00,21,1,28.4,72.9,22.5,1.171,0.0,0.0,26.1
2025-01-05 22:00:00,22,1,35.7,48.1,12.8,1.143,0.0,0.0,11.2
2025-01-05 23:00:00,23,1,25.7,1.1,6.8,1.181,0.0,0.0,6.1
2025-01-06 00:00:00,0,1,30.5,50.5,8.5,1.162,0.0,0.0,7.5
2025-01-06 01:00:00,1,1,18.2,62.8,30.6,1.212,0.0,0.0,41.4
2025-01-06 02:00:00,2,1,18.3,13.7,41.3,1.211,0.0,0.0,60.5
2025-01-06 03:00:00,3,1,25.3,81.4,14.7,1.183,0.0,0.0,20.6
2025-01-06 04:00:00,4,1,23.7,0.0,35.5,1.189,0.0,4.4,49.4
2025-01-06 05:00:00,5,1,11.8,13.1,30.4,1.239,0.0,2.1,44.3
2025-01-06 06:00:00,6,1,34.6,36.9,5.7,1.147,0.0,0.0,5.3
2025-01-06 07:00:00,7,1,10.3,50.8,12.5,1.245,0.0,0.0,13.9
2025-01-06 08:00:00,8,1,21.1,0.4,28.7,1.2,3.3,79.8,38.2
2025-01-06 09:00:00,9,1,18.7,50.2,31.2,1.209,2.5,34.5,42.3
2025-01-06 10:00:00,10,1,24.9,71.7,26.3,1.184,3.1,35.0,35.1
2025-01-06 11:00:00,11,1,24.2,8.7,41.2,1.187,7.9,192.6,58.2
2025-01-06 12:00:00,12,1,21.2,98.6,21.7,1.199,5.1,79.5,31.5
2025-01-06 13:00:00,13,1,29.3,44.4,12.0,1.167,6.1,127.8,12.3
2025-01-06 14:00:00,14,1,24.8,10.3,12.1,1.185,6.2,149.1,21.6
2025-01-06 15:00:00,15,1,34.9,25.7,14.1,1.146,3.7,87.2,15.1
2025-01-06 16:00:00,16,1,25.0,46.8,26.7,1.184,1.0,6.1,35.4
2025-01-06 17:00:00,17,1,32.5,0.8,7.7,1.155,1.6,40.3,10.8
2025-01-06 18:00:00,18,1,24.0,81.6,6.5,1.188,0.0,0.0,3.8
2025-01-06 19:00:00,19,1,33.1,5.5,24.1,1.153,0.0,1.0,27.3
2025-01-06 20:00:00,20,1,9.0,46.6,38.3,1.251,0.0,0.0,54.7
2025-01-06 21:00:00,21,1,13.8,69.0,10.1,1.23,0.0,0.0,10.4
2025-01-06 22:00:00,22,1,10.3,26.9,15.4,1.245,0.0,0.0,15.5
2025-01-06 23:00:00,23,1,36.1,64.3,6.7,1.141,0.0,0.0,9.7
2025-01-07 00:00:00,0,1,14.8,67.7,41.4,1.226,0.0,0.0,62.8
2025-01-07 01:00:00,1,1,33.9,3.5,31.7,1.15,0.0,1.4,47.5
2025-01-07 02:00:00,2,1,15.6,28.6,26.1,1.222,0.0,0.0,34.6
2025-01-07 03:00:00,3,1,27.8,43.5,39.1,1.173,0.0,0.0,54.0
2025-01-07 04:00:00,4,1,32.4,44.4,24.4,1.155,0.0,0.0,35.4
2025-01-07 05:00:00,5,1,15.6,27.8,41.6,1.222,0.0,0.0,57.1
2025-01-07 06:00:00,6,1,43.7,38.7,30.1,1.114,0.0,0.0,41.0
2025-01-07 07:00:00,7,1,25.3,7.9,18.3,1.183,1.3,33.8,31.1
2025-01-07 08:00:00,8,1,25.2,69.3,33.0,1.183,0.0,0.0,45.0
2025-01-07 09:00:00,9,1,16.0,44.2,6.6,1.221,2.8,52.2,6.2
2025-01-07 10:00:00,10,1,31.0,69.4,29.1,1.161,3.2,43.5,43.1
2025-01-07 11:00:00,11,1,30.3,29.0,43.1,1.163,6.9,158.6,59.8
2025-01-07 12:00:00,12,1,16.5,67.3,8.6,1.219,6.6,132.4,7.8
2025-01-07 13:00:00,13,1,34.8,21.5,25.3,1.146,7.3,170.9,31.2
2025-01-07 14:00:00,14,1,26.6,20.2,36.0,1.178,5.7,129.8,56.6
2025-01-07 15:00:00,15,1,26.3,39.2,6.6,1.179,3.0,59.6,8.6
2025-01-07 16:00:00,16,1,34.7,26.2,15.4,1.147,2.0,35.9,21.6
2025-01-07 17:00:00,17,1,34.5,78.1,16.7,1.147,0.0,0.0,22.0
2025-01-07 18:00:00,18,1,14.7,75.6,19.1,1.226,0.0,0.0,21.7
2025-01-07 19:00:00,19,1,17.1,87.4,11.8,1.216,0.0,0.0,15.0
2025-01-07 20:00:00,20,1,19.8,58.3,35.5,1.205,0.0,0.0,48.3
2025-01-07 21:00:00,21,1,12.6,24.9,16.3,1.235,0.0,0.0,24.0
2025-01-07 22:00:00,22,1,14.2,98.2,24.5,1.228,0.0,0.0,25.3
2025-01-07 23:00:00,23,1,20.2,26.9,37.1,1.203,0.0,0.0,52.6
2025-01-08 00:00:00,0,1,28.2,80.7,6.8,1.171,0.0,0.0,5.7
2025-01-08 01:00:00,1,1,20.8,89.6,31.7,1.201,0.0,0.0,42.2
2025-01-08 02:00:00,2,1,22.4,51.6,10.1,1.194,0.0,0.0,7.8
2025-01-08 03:00:00,3,1,28.0,4.6,9.8,1.172,0.0,0.0,11.3
2025-01-08 04:00:00,4,1,27.5,7.1,39.2,1.174,0.0,0.0,53.6
2025-01-08 05:00:00,5,1,19.9,80.4,44.5,1.205,0.0,0.0,61.8
2025-01-08 06:00:00,6,1,26.5,84.4,23.2,1.178,0.0,0.0,38.1
2025-01-08 07:00:00,7,1,30.6,31.4,33.2,1.162,0.1,0.0,44.6
2025-01-08 08:00:00,8,1,27.0,50.5,21.0,1.176,0.8,0.0,30.2
2025-01-08 09:00:00,9,1,21.3,4.8,44.7,1.199,4.8,118.2,61.1
2025-01-08 10:00:00,10,1,26.8,86.8,26.1,1.177,2.3,17.2,37.5
2025-01-08 11:00:00,11,1,21.7,70.7,7.7,1.197,4.8,72.3,5.3
2025-01-08 12:00:00,12,1,9.8,59.2,34.4,1.248,7.0,141.2,44.6
2025-01-08 13:00:00,13,1,23.2,96.0,9.8,1.191,3.5,42.1,11.0
2025-01-08 14:00:00,14,1,11.5,22.1,27.4,1.24,5.6,131.2,33.6
2025-01-08 15:00:00,15,1,15.0,55.0,26.8,1.225,2.2,25.1,39.9
2025-01-08 16:00:00,16,1,36.4,41.8,37.2,1.14,1.2,21.1,49.2
2025-01-08 17:00:00,17,1,34.5,38.3,41.4,1.147,0.0,0.0,56.9
2025-01-08 18:00:00,18,1,18.7,62.1,31.7,1.209,0.0,0.0,45.3
2025-01-08 19:00:00,19,1,30.0,73.9,9.3,1.164,0.0,0.0,6.5
2025-01-08 20:00:00,20,1,39.1,48.8,43.7,1.13,0.0,0.0,61.0
2025-01-08 21:00:00,21,1,16.0,7.7,33.1,1.221,0.0,0.0,47.8
2025-01-08 22:00:00,22,1,10.5,37.4,31.6,1.244,0.0,0.0,37.3
2025-01-08 23:00:00,23,1,29.7,57.3,24.9,1.166,0.0,0.0,35.8
2025-01-09 00:00:00,0,1,17.4,44.2,18.0,1.215,0.0,0.0,25.1
2025-01-09 01:00:00,1,1,23.1,11.4,13.2,1.192,0.0,0.0,19.0
2025-01-09 02:00:00,2,1,33.5,70.5,41.8,1.151,0.0,0.0,58.9
2025-01-09 03:00:00,3,1,43.5,31.5,11.3,1.115,0.0,0.0,11.9
2025-01-09 04:00:00,4,1,30.3,37.5,43.6,1.163,0.0,0.0,61.0
2025-01-09 05:00:00,5,1,24.1,62.4,22.8,1.188,0.0,0.0,31.9
2025-01-09 06:00:00,6,1,18.0,19.0,30.6,1.212,0.0,0.0,45.4
2025-01-09 07:00:00,7,1,19.9,70.8,12.0,1.205,0.0,0.0,11.0
2025-01-09 08:00:00,8,1,30.1,46.3,38.4,1.164,1.0,0.0,53.0
2025-01-09 09:00:00,9,1,28.1,0.7,35.7,1.172,5.0,117.7,54.5
2025-01-09 10:00:00,10,1,12.3,80.5,35.1,1.237,2.6,34.6,50.2
2025-01-09 11:00:00,11,1,34.3,98.9,13.1,1.148,3.4,34.2,18.8
2025-01-09 12:00:00,12,1,23.3,18.4,32.7,1.191,9.1,216.0,47.0
2025-01-09 13:00:00,13,1,27.0,89.0,22.1,1.176,3.9,54.8,35.1
2025-01-09 14:00:00,14,1,23.2,97.6,26.4,1.191,1.8,0.0,34.6
2025-01-09 15:00:00,15,1,23.9,2.7,13.2,1.188,4.9,118.5,14.4
2025-01-09 16:00:00,16,1,14.4,26.7,21.7,1.228,2.0,31.8,32.5
2025-01-09 17:00:00,17,1,17.1,6.0,41.7,1.216,1.4,33.2,59.8
2025-01-09 18:00:00,18,1,26.7,84.3,18.0,1.177,0.0,0.0,26.7
2025-01-09 19:00:00,19,1,20.3,96.2,8.7,1.203,0.0,0.0,10.0
2025-01-09 20:00:00,20,1,17.7,76.2,7.7,1.214,0.0,0.0,3.6
2025-01-09 21:00:00,21,1,26.1,80.3,39.2,1.18,0.0,0.0,52.4
2025-01-09 22:00:00,22,1,26.3,59.0,16.4,1.179,0.0,0.0,18.8
2025-01-09 23:00:00,23,1,7.2,25.9,7.5,1.259,0.0,0.0,9.2
2025-01-10 00:00:00,0,1,35.6,71.9,6.4,1.143,0.0,0.0,0.7
2025-01-10 01:00:00,1,1,8.1,80.8,28.2,1.255,0.0,0.0,39.8
2025-01-10 02:00:00,2,1,24.4,98.1,20.0,1.186,0.0,0.0,31.5
2025-01-10 03:00:00,3,1,14.2,47.1,15.2,1.228,0.0,0.0,14.2
2025-01-10 04:00:00,4,1,16.0,57.7,14.9,1.221,0.0,0.0,21.8
2025-01-10 05:00:00,5,1,32.1,79.4,11.9,1.156,0.0,0.0,16.0
2025-01-10 06:00:00,6,1,9.7,82.6,33.5,1.248,0.0,0.0,54.9
2025-01-10 07:00:00,7,1,32.6,6.2,26.6,1.154,1.4,24.3,34.9
2025-01-10 08:00:00,8,1,26.6,34.8,26.7,1.178,1.6,34.6,35.7
2025-01-10 09:00:00,9,1,13.3,55.6,39.0,1.232,2.2,23.8,60.3
2025-01-10 10:00:00,10,1,21.0,32.1,12.5,1.2,5.1,104.6,17.1
2025-01-10 11:00:00,11,1,23.1,65.2,38.3,1.192,5.1,90.2,53.0
2025-01-10 12:00:00,12,1,21.2,30.9,41.8,1.199,8.5,197.6,58.1
2025-01-10 13:00:00,13,1,36.9,89.7,24.5,1.138,3.8,49.3,32.3
2025-01-10 14:00:00,14,1,34.0,86.2,24.9,1.149,2.4,19.0,30.4
2025-01-10 15:00:00,15,1,23.7,47.8,6.6,1.189,2.6,45.1,7.5
2025-01-10 16:00:00,16,1,27.0,61.2,41.3,1.176,0.3,0.0,59.6
2025-01-10 17:00:00,17,1,24.2,25.3,30.2,1.187,0.4,0.0,36.5
2025-01-10 18:00:00,18,1,27.3,45.6,21.3,1.175,0.0,0.0,29.8
2025-01-10 19:00:00,19,1,29.4,89.7,12.9,1.167,0.0,0.0,20.9
2025-01-10 20:00:00,20,1,20.0,22.9,27.6,1.204,0.0,0.0,40.6
2025-01-10 21:00:00,21,1,22.6,72.0,25.5,1.194,0.0,0.0,40.1
2025-01-10 22:00:00,22,1,30.5,43.5,6.3,1.162,0.0,0.0,3.3
2025-01-10 23:00:00,23,1,32.4,5.5,13.7,1.155,0.0,0.9,21.0
2025-01-11 00:00:00,0,1,10.1,1.6,31.1,1.246,0.0,7.6,48.5
2025-01-11 01:00:00,1,1,27.4,81.8,14.1,1.174,0.0,0.0,21.3
2025-01-11 02:00:00,2,1,20.0,6.9,37.3,1.204,0.0,0.0,52.9
2025-01-11 03:00:00,3,1,22.6,75.7,7.2,1.194,0.0,0.0,6.2
2025-01-11 04:00:00,4,1,28.1,38.3,18.4,1.172,0.0,0.0,22.1
2025-01-11 05:00:00,5,1,28.2,60.4,42.7,1.171,0.0,0.0,58.9
2025-01-11 06:00:00,6,1,10.4,90.5,13.8,1.245,0.0,0.0,15.9
2025-01-11 07:00:00,7,1,18.0,49.0,31.1,1.212,0.0,0.0,48.2
2025-01-11 08:00:00,8,1,21.0,27.6,42.9,1.2,2.0,34.2,58.9
2025-01-11 09:00:00,9,1,16.7,98.5,41.1,1.218,0.1,0.0,58.4
2025-01-11 10:00:00,10,1,33.7,64.7,36.6,1.15,3.4,47.6,49.6
2025-01-11 11:00:00,11,1,24.2,5.6,13.0,1.187,8.1,190.2,17.2
2025-01-11 12:00:00,12,1,26.1,28.6,6.8,1.18,8.6,193.5,7.8
2025-01-11 13:00:00,13,1,32.1,49.7,40.8,1.156,5.8,131.9,53.5
2025-01-11 14:00:00,14,1,19.4,6.5,8.7,1.207,6.3,155.1,5.6
2025-01-11 15:00:00,15,1,23.1,25.8,5.9,1.192,3.7,91.1,7.0
2025-01-11 16:00:00,16,1,18.9,95.4,21.2,1.209,0.0,0.0,26.4
2025-01-11 17:00:00,17,1,20.5,59.0,37.8,1.202,0.0,0.0,54.7
2025-01-11 18:00:00,18,1,20.8,33.5,15.9,1.201,0.0,0.0,22.2
2025-01-11 19:00:00,19,1,18.0,27.6,20.2,1.212,0.0,0.0,20.0
2025-01-11 20:00:00,20,1,26.3,42.2,8.7,1.179,0.0,0.0,11.0
2025-01-11 21:00:00,21,1,25.5,9.4,5.3,1.182,0.0,0.0,6.1
2025-01-11 22:00:00,22,1,41.5,32.2,19.2,1.122,0.0,0.0,19.5
2025-01-11 23:00:00,23,1,16.7,72.3,26.7,1.218,0.0,0.0,36.8
2025-01-12 00:00:00,0,1,19.1,69.1,31.8,1.208,0.0,0.0,44.1
2025-01-12 01:00:00,1,1,29.6,15.6,42.0,1.166,0.0,0.0,62.9
2025-01-12 02:00:00,2,1,23.6,42.7,11.0,1.19,0.0,0.0,9.2
2025-01-12 03:00:00,3,1,11.1,76.3,26.2,1.242,0.0,0.0,37.3
2025-01-12 04:00:00,4,1,34.1,86.4,42.8,1.149,0.0,0.0,59.7
2025-01-12 05:00:00,5,1,35.8,94.2,23.0,1.143,0.0,0.0,27.9
2025-01-12 06:00:00,6,1,31.0,65.7,26.7,1.161,0.0,0.0,37.8
2025-01-12 07:00:00,7,1,22.5,93.3,41.7,1.194,0.0,0.0,59.8
2025-01-12 08:00:00,8,1,21.6,29.9,30.6,1.198,1.8,31.2,41.3
2025-01-12 09:00:00,9,1,11.1,58.2,30.8,1.242,2.1,17.9,40.0
2025-01-12 10:00:00,10,1,6.4,63.4,44.5,1.263,3.5,51.1,61.6
2025-01-12 11:00:00,11,1,25.7,40.8,43.8,1.181,6.3,123.0,59.1
2025-01-12 12:00:00,12,1,25.0,13.3,8.6,1.184,9.3,228.2,9.7
2025-01-12 13:00:00,13,1,33.4,86.2,42.1,1.151,4.0,54.5,60.5
2025-01-12 14:00:00,14,1,31.2,15.3,17.6,1.16,5.9,137.7,28.1
2025-01-12 15:00:00,15,1,12.5,49.3,18.1,1.236,2.5,40.7,30.3
2025-01-12 16:00:00,16,1,37.0,49.8,6.9,1.138,0.8,0.0,2.6
2025-01-12 17:00:00,17,1,21.7,46.3,40.5,1.197,0.0,0.0,55.6
2025-01-12 18:00:00,18,1,8.7,93.2,23.0,1.252,0.0,0.0,31.8
2025-01-12 19:00:00,19,1,6.9,78.0,18.1,1.26,0.0,0.0,26.7
2025-01-12 20:00:00,20,1,22.2,97.8,16.5,1.195,0.0,0.0,22.0
2025-01-12 21:00:00,21,1,26.3,64.6,22.4,1.179,0.0,0.0,33.8
2025-01-12 22:00:00,22,1,17.6,27.3,10.8,1.214,0.0,0.0,13.0
2025-01-12 23:00:00,23,1,14.7,68.3,13.1,1.226,0.0,0.0,8.7
2025-01-13 00:00:00,0,1,20.8,57.2,37.9,1.201,0.0,0.0,58.3
2025-01-13 01:00:00,1,1,24.6,87.5,26.7,1.186,0.0,0.0,35.4
2025-01-13 02:00:00,2,1,28.4,53.5,15.2,1.171,0.0,0.0,22.3
2025-01-13 03:00:00,3,1,31.8,44.7,40.3,1.158,0.0,0.0,57.8
2025-01-13 04:00:00,4,1,25.8,33.5,43.8,1.181,0.0,0.0,65.1
2025-01-13 05:00:00,5,1,22.0,98.3,23.8,1.196,0.0,0.0,40.1
2025-01-13 06:00:00,6,1,13.8,58.2,43.2,1.23,0.0,0.0,58.0
2025-01-13 07:00:00,7,1,18.8,94.0,10.1,1.209,0.0,0.0,11.5
2025-01-13 08:00:00,8,1,27.6,94.1,23.6,1.174,0.0,0.0,31.6
2025-01-13 09:00:00,9,1,27.3,26.1,35.4,1.175,3.7,86.4,50.3
2025-01-13 10:00:00,10,1,38.5,84.7,35.5,1.133,2.4,12.5,49.5
2025-01-13 11:00:00,11,1,24.9,62.0,33.1,1.184,5.2,100.4,47.5
2025-01-13 12:00:00,12,1,10.6,54.6,37.7,1.244,7.3,156.4,58.1
2025-01-13 13:00:00,13,1,19.2,13.7,8.6,1.207,7.6,181.2,8.1
2025-01-13 14:00:00,14,1,20.5,24.0,27.7,1.202,5.5,135.1,35.4
2025-01-13 15:00:00,15,1,32.2,70.7,9.3,1.156,1.5,4.1,9.1
2025-01-13 16:00:00,16,1,36.1,14.5,21.3,1.141,2.6,60.4,26.8
2025-01-13 17:00:00,17,1,10.9,9.4,20.2,1.243,1.2,28.7,30.7
2025-01-13 18:00:00,18,1,26.1,57.9,20.6,1.18,0.0,0.0,19.4
2025-01-13 19:00:00,19,1,32.5,60.3,41.9,1.155,0.0,0.0,59.5
