timestamp,temp_c,cloud_pct,wind_speed,wind_gust,hour_of_day,day_of_year,day_of_week,is_lab_hour,is_hostel_peak,solar_kw,wind_kw,demand_kw
2026-08-04 21:00:00,28.5,100,12.1,24.1,21,216,1,0,1,0.0,15.3,147.6
2026-08-04 22:00:00,28.1,100,10.8,24.1,22,216,1,0,1,0.0,19.7,141.3
2026-08-04 23:00:00,28.6,100,12.2,21.6,23,216,1,0,1,0.0,20.3,147.5
2026-08-05 00:00:00,28.2,100,11.1,24.1,0,217,2,0,0,0.0,18.7,70.4
2026-08-05 01:00:00,28.0,98,10.7,22.3,1,217,2,0,0,0.0,14.8,59.4
2026-08-05 02:00:00,27.7,90,10.3,21.6,2,217,2,0,0,0.0,13.6,71.9
2026-08-05 03:00:00,27.6,97,9.6,20.5,3,217,2,0,0,0.0,10.8,67.0
2026-08-05 04:00:00,27.4,100,10.5,20.5,4,217,2,0,0,0.0,13.6,57.1
2026-08-05 05:00:00,27.6,71,13.8,25.6,5,217,2,0,0,0.0,24.0,75.7
2026-08-05 06:00:00,27.3,74,12.8,28.4,6,217,2,0,0,0.0,21.9,63.7
2026-08-05 07:00:00,27.8,94,11.4,25.9,7,217,2,0,0,0.0,18.3,58.0
2026-08-05 08:00:00,28.6,99,15.6,37.1,8,217,2,0,0,0.0,34.3,69.9
2026-08-05 09:00:00,29.4,97,16.0,39.2,9,217,2,1,0,19.5,32.1,159.0
2026-08-05 10:00:00,30.6,98,14.0,38.9,10,217,2,1,0,54.9,29.9,177.2
2026-08-05 11:00:00,31.3,34,13.6,33.5,11,217,2,1,0,140.1,30.5,183.6
2026-08-05 12:00:00,32.5,28,13.4,33.8,12,217,2,1,0,175.7,28.9,186.2
2026-08-05 13:00:00,33.1,32,13.2,34.2,13,217,2,1,0,141.8,29.8,190.0
2026-08-05 14:00:00,33.5,31,14.5,36.7,14,217,2,1,0,110.0,28.9,190.3
2026-08-05 15:00:00,33.5,47,14.3,36.7,15,217,2,1,0,60.0,28.7,184.2
2026-08-05 16:00:00,33.4,70,14.0,36.0,16,217,2,1,0,6.7,28.3,192.7
2026-08-05 17:00:00,33.0,20,12.8,32.0,17,217,2,1,0,16.3,28.6,191.0
2026-08-05 18:00:00,32.0,45,13.5,27.0,18,217,2,0,1,0.0,27.3,167.1
2026-08-05 19:00:00,30.6,88,12.3,29.5,19,217,2,0,1,0.0,24.0,157.5
2026-08-05 20:00:00,29.8,72,14.1,28.4,20,217,2,0,1,0.0,26.9,153.0
2026-08-05 21:00:00,29.1,84,12.6,28.8,21,217,2,0,1,0.0,24.8,150.4
2026-08-05 22:00:00,28.7,79,11.9,25.2,22,217,2,0,1,0.0,22.6,151.0
2026-08-05 23:00:00,28.8,96,12.3,23.8,23,217,2,0,1,0.0,20.6,147.7
2026-08-06 00:00:00,28.5,34,13.0,26.3,0,218,3,0,0,0.0,22.6,65.8
2026-08-06 01:00:00,28.2,62,13.4,27.0,1,218,3,0,0,0.0,27.8,67.0
2026-08-06 02:00:00,27.8,88,12.5,27.0,2,218,3,0,0,0.0,22.3,64.4
2026-08-06 03:00:00,27.5,89,13.0,26.3,3,218,3,0,0,0.0,23.1,56.2
2026-08-06 04:00:00,27.2,68,13.1,27.0,4,218,3,0,0,0.0,20.5,65.3
2026-08-06 05:00:00,27.4,83,15.6,28.4,5,218,3,0,0,0.0,27.9,64.8
2026-08-06 06:00:00,26.9,95,14.7,32.0,6,218,3,0,0,0.0,25.6,61.5
2026-08-06 07:00:00,27.2,74,14.2,31.0,7,218,3,0,0,0.0,23.5,58.9
2026-08-06 08:00:00,28.1,55,13.9,32.0,8,218,3,0,0,22.5,24.4,61.2
2026-08-06 09:00:00,29.2,91,15.3,36.4,9,218,3,1,0,28.2,30.6,172.8
2026-08-06 10:00:00,30.3,66,14.0,35.6,10,218,3,1,0,86.6,25.8,170.9
2026-08-06 11:00:00,31.5,51,14.7,34.6,11,218,3,1,0,125.9,27.8,177.0
2026-08-06 12:00:00,32.4,28,13.6,34.9,12,218,3,1,0,179.6,24.0,179.0
2026-08-06 13:00:00,33.2,21,12.7,33.5,13,218,3,1,0,151.3,30.1,196.8
2026-08-06 14:00:00,33.5,7,13.3,32.4,14,218,3,1,0,128.4,27.7,185.8
2026-08-06 15:00:00,33.5,7,14.6,34.9,15,218,3,1,0,93.7,27.9,191.8
2026-08-06 16:00:00,33.0,56,13.9,34.9,16,218,3,1,0,19.3,26.3,188.9
2026-08-06 17:00:00,32.9,45,13.7,32.4,17,218,3,1,0,0.0,25.2,195.8
2026-08-06 18:00:00,31.8,87,11.5,28.8,18,218,3,0,1,0.0,21.9,156.5
2026-08-06 19:00:00,30.6,90,13.7,27.4,19,218,3,0,1,0.0,23.7,159.7
2026-08-06 20:00:00,29.9,94,17.2,35.3,20,218,3,0,1,0.0,33.7,156.5
2026-08-06 21:00:00,29.3,95,13.5,34.9,21,218,3,0,1,0.0,26.9,144.7
2026-08-06 22:00:00,28.8,94,8.1,27.0,22,218,3,0,1,0.0,16.6,151.8
2026-08-06 23:00:00,29.1,97,11.3,16.6,23,218,3,0,1,0.0,15.7,144.0
2026-08-07 00:00:00,28.4,84,9.2,22.3,0,219,4,0,0,0.0,17.1,72.2
2026-08-07 01:00:00,28.0,61,11.0,21.6,1,219,4,0,0,0.0,17.1,64.9
2026-08-07 02:00:00,27.6,1,12.3,24.1,2,219,4,0,0,0.0,19.5,62.0
2026-08-07 03:00:00,27.3,0,14.9,30.2,3,219,4,0,0,1.9,31.2,63.0
2026-08-07 04:00:00,26.9,3,13.2,30.2,4,219,4,0,0,0.0,26.3,59.6
2026-08-07 05:00:00,27.3,3,13.2,26.6,5,219,4,0,0,0.0,24.6,59.0
2026-08-07 06:00:00,26.9,16,12.3,26.6,6,219,4,0,0,0.0,21.2,56.7
2026-08-07 07:00:00,27.3,59,12.5,27.0,7,219,4,0,0,0.0,23.6,68.9
2026-08-07 08:00:00,28.1,70,14.0,33.8,8,219,4,0,0,12.6,29.5,66.8
2026-08-07 09:00:00,29.2,91,11.9,32.4,9,219,4,1,0,27.2,23.5,169.5
2026-08-07 10:00:00,30.3,73,10.3,29.5,10,219,4,1,0,75.1,20.4,169.2
2026-08-07 11:00:00,31.5,72,10.1,27.0,11,219,4,1,0,108.5,19.3,187.3
2026-08-07 12:00:00,31.9,79,9.4,25.9,12,219,4,1,0,137.0,17.7,190.1
2026-08-07 13:00:00,32.9,70,9.7,26.6,13,219,4,1,0,113.1,17.5,193.9
2026-08-07 14:00:00,33.4,68,8.9,26.3,14,219,4,1,0,79.8,16.6,191.2
2026-08-07 15:00:00,33.6,100,8.4,23.8,15,219,4,1,0,18.9,14.9,189.7
2026-08-07 16:00:00,33.1,14,11.7,26.6,16,219,4,1,0,55.9,18.9,191.6
2026-08-07 17:00:00,32.4,49,14.3,29.9,17,219,4,1,0,0.0,28.0,185.1
2026-08-07 18:00:00,31.2,20,12.5,32.0,18,219,4,0,1,0.0,23.5,153.9
2026-08-07 19:00:00,30.0,91,13.7,27.0,19,219,4,0,1,0.0,26.2,151.0
2026-08-07 20:00:00,29.4,98,10.2,27.7,20,219,4,0,1,0.0,18.0,152.9
2026-08-07 21:00:00,28.8,95,9.7,20.9,21,219,4,0,1,0.0,11.2,145.2
2026-08-07 22:00:00,28.7,99,11.3,23.4,22,219,4,0,1,0.0,21.6,146.8
2026-08-07 23:00:00,29.2,98,13.4,26.3,23,219,4,0,1,0.0,21.7,154.4
2026-08-08 00:00:00,28.8,80,13.9,28.4,0,220,5,0,0,0.0,26.9,71.9
2026-08-08 01:00:00,28.5,100,11.2,27.4,1,220,5,0,0,0.0,21.1,59.3
2026-08-08 02:00:00,28.4,100,10.4,21.6,2,220,5,0,0,0.0,18.9,72.4
2026-08-08 03:00:00,28.2,100,9.8,20.5,3,220,5,0,0,0.0,12.1,63.6
2026-08-08 04:00:00,27.9,100,10.7,21.2,4,220,5,0,0,0.0,14.7,66.1
2026-08-08 05:00:00,28.0,59,14.4,25.6,5,220,5,0,0,0.0,24.0,55.9
2026-08-08 06:00:00,27.4,81,15.2,31.3,6,220,5,0,0,0.0,29.2,63.6
2026-08-08 07:00:00,27.5,59,14.5,31.7,7,220,5,0,0,0.0,28.1,61.8
2026-08-08 08:00:00,28.5,100,13.6,33.1,8,220,5,0,0,0.0,26.6,75.7
2026-08-08 09:00:00,28.7,89,11.8,30.6,9,220,5,0,0,29.8,21.4,64.4
2026-08-08 10:00:00,28.9,94,12.7,31.7,10,220,5,0,0,56.5,22.8,72.2
2026-08-08 11:00:00,31.3,70,14.2,30.2,11,220,5,0,0,109.7,25.8,75.9
2026-08-08 12:00:00,31.9,99,14.0,33.8,12,220,5,0,0,120.9,27.2,90.4
2026-08-08 13:00:00,31.8,56,14.4,34.2,13,220,5,0,0,122.4,29.3,83.6
2026-08-08 14:00:00,32.4,85,11.4,34.9,14,220,5,0,0,67.9,25.9,82.7
2026-08-08 15:00:00,32.6,95,9.4,28.8,15,220,5,0,0,20.9,20.0,83.7
2026-08-08 16:00:00,31.9,97,9.1,23.4,16,220,5,0,0,0.0,12.4,84.9
2026-08-08 17:00:00,33.4,35,9.5,23.4,17,220,5,0,0,6.4,16.2,91.5
2026-08-08 18:00:00,31.9,63,9.2,20.9,18,220,5,0,1,0.0,13.8,168.2
2026-08-08 19:00:00,30.8,80,8.2,18.7,19,220,5,0,1,0.0,11.6,158.6
2026-08-08 20:00:00,30.4,67,8.7,16.6,20,220,5,0,1,0.0,14.5,155.8
2026-08-08 21:00:00,29.6,80,8.8,17.3,21,220,5,0,1,0.0,14.5,156.2
2026-08-08 22:00:00,29.0,47,9.0,16.9,22,220,5,0,1,0.0,13.0,163.2
2026-08-08 23:00:00,28.6,35,13.2,18.0,23,220,5,0,1,0.0,20.6,141.0
2026-08-09 00:00:00,28.4,88,12.3,25.9,0,221,6,0,0,0.0,19.3,55.3
2026-08-09 01:00:00,28.4,34,12.3,24.8,1,221,6,0,0,0.0,22.4,67.4
2026-08-09 02:00:00,28.0,25,12.6,25.6,2,221,6,0,0,0.0,20.8,65.5
2026-08-09 03:00:00,27.7,27,11.6,25.6,3,221,6,0,0,0.0,20.4,70.5
2026-08-09 04:00:00,27.5,32,12.1,24.1,4,221,6,0,0,0.0,19.2,62.7
2026-08-09 05:00:00,27.6,45,12.9,24.8,5,221,6,0,0,0.0,20.2,65.1
2026-08-09 06:00:00,27.4,27,13.9,27.7,6,221,6,0,0,0.0,22.8,73.6
2026-08-09 07:00:00,27.6,17,13.3,28.8,7,221,6,0,0,20.5,24.2,59.5
2026-08-09 08:00:00,28.7,13,13.0,29.5,8,221,6,0,0,56.4,23.5,68.7
2026-08-09 09:00:00,30.0,100,11.4,29.9,9,221,6,0,0,15.9,26.8,73.2
2026-08-09 10:00:00,30.7,79,10.8,27.7,10,221,6,0,0,71.5,18.6,76.6
2026-08-09 11:00:00,32.4,34,11.5,27.4,11,221,6,0,0,139.6,19.9,87.2
2026-08-09 12:00:00,32.7,63,10.8,31.0,12,221,6,0,0,149.9,23.0,95.1
2026-08-09 13:00:00,33.6,97,11.1,30.6,13,221,6,0,0,85.5,22.2,95.8
2026-08-09 14:00:00,33.4,100,10.7,31.7,14,221,6,0,0,56.4,21.7,98.8
2026-08-09 15:00:00,29.9,100,7.3,27.4,15,221,6,0,0,21.0,18.9,76.2
2026-08-09 16:00:00,27.9,96,9.2,33.1,16,221,6,0,0,0.0,20.5,63.0
2026-08-09 17:00:00,28.4,96,3.0,20.9,17,221,6,0,0,0.0,3.9,62.8
2026-08-09 18:00:00,28.3,98,9.0,18.7,18,221,6,0,1,0.0,13.8,137.8
2026-08-09 19:00:00,27.9,98,6.4,18.0,19,221,6,0,1,0.0,6.8,148.4
2026-08-09 20:00:00,27.6,97,8.6,16.6,20,221,6,0,1,0.0,9.3,150.3
2026-08-09 21:00:00,27.5,98,8.6,17.3,21,221,6,0,1,0.0,13.2,142.8
2026-08-09 22:00:00,27.4,98,8.4,16.9,22,221,6,0,1,0.0,12.1,135.9
2026-08-09 23:00:00,27.6,91,9.2,16.2,23,221,6,0,1,0.0,12.4,138.0
2026-08-10 00:00:00,27.5,88,8.8,17.6,0,222,0,0,0,0.0,13.4,60.9
2026-08-10 01:00:00,27.5,54,9.8,19.1,1,222,0,0,0,0.0,15.9,52.5
2026-08-10 02:00:00,27.3,20,9.3,19.4,2,222,0,0,0,0.0,17.8,67.2
2026-08-10 03:00:00,27.1,48,9.0,18.0,3,222,0,0,0,0.0,7.9,50.5
2026-08-10 04:00:00,27.0,55,9.2,18.0,4,222,0,0,0,0.0,11.1,60.2
2026-08-10 05:00:00,27.3,99,12.6,19.1,5,222,0,0,0,0.0,15.2,57.4
2026-08-10 06:00:00,27.3,89,11.3,25.9,6,222,0,0,0,0.0,20.1,62.9
2026-08-10 07:00:00,27.8,94,9.5,23.0,7,222,0,0,0,0.0,13.2,62.3
2026-08-10 08:00:00,28.8,95,11.5,26.3,8,222,0,0,0,0.0,20.1,62.1
2026-08-10 09:00:00,29.4,90,9.8,26.3,9,222,0,1,0,27.3,17.7,175.6
2026-08-10 10:00:00,31.1,98,8.5,23.8,10,222,0,1,0,57.1,13.1,181.1
2026-08-10 11:00:00,31.7,94,9.7,25.9,11,222,0,1,0,89.5,16.4,176.3
2026-08-10 12:00:00,32.7,100,9.4,26.3,12,222,0,1,0,121.6,21.1,191.2
2026-08-10 13:00:00,32.8,100,9.0,25.6,13,222,0,1,0,88.0,16.3,185.1
2026-08-10 14:00:00,30.4,100,11.2,28.1,14,222,0,1,0,54.3,21.2,176.8
2026-08-10 15:00:00,30.5,100,8.3,27.0,15,222,0,1,0,21.8,18.2,175.3
2026-08-10 16:00:00,30.6,100,10.8,24.5,16,222,0,1,0,0.0,21.3,185.4
2026-08-10 17:00:00,30.1,100,10.4,24.1,17,222,0,1,0,0.0,14.1,171.0
2026-08-10 18:00:00,30.0,100,6.0,20.9,18,222,0,0,1,0.0,10.2,151.6
2026-08-10 19:00:00,29.4,99,6.0,12.2,19,222,0,0,1,0.0,4.6,150.5
2026-08-10 20:00:00,29.2,100,7.4,13.0,20,222,0,0,1,0.0,11.8,156.9
2026-08-10 21:00:00,28.9,100,10.7,21.2,21,222,0,0,1,0.0,15.4,156.5
2026-08-10 22:00:00,28.6,99,8.2,21.6,22,222,0,0,1,0.0,11.9,149.2
2026-08-10 23:00:00,28.7,100,10.2,16.6,23,222,0,0,1,0.0,12.5,153.5
2026-08-11 00:00:00,28.3,100,10.6,21.2,0,223,1,0,0,0.0,14.4,60.7
2026-08-11 01:00:00,27.8,100,11.3,23.0,1,223,1,0,0,0.0,19.6,67.5
2026-08-11 02:00:00,27.4,95,10.9,23.0,2,223,1,0,0,0.0,15.9,61.1
2026-08-11 03:00:00,27.2,99,11.0,22.3,3,223,1,0,0,0.0,20.6,60.5
2026-08-11 04:00:00,27.0,98,10.5,22.3,4,223,1,0,0,0.0,18.4,68.0
2026-08-11 05:00:00,27.7,100,10.0,21.2,5,223,1,0,0,0.0,17.0,65.0
2026-08-11 06:00:00,27.7,100,10.2,20.5,6,223,1,0,0,0.0,15.5,61.2
2026-08-11 07:00:00,28.0,100,9.7,22.0,7,223,1,0,0,0.0,19.1,63.2
2026-08-11 08:00:00,28.3,94,9.6,21.6,8,223,1,0,0,0.0,14.0,60.4
2026-08-11 09:00:00,29.5,96,10.6,27.4,9,223,1,1,0,24.4,17.1,172.4
2026-08-11 10:00:00,30.8,98,9.8,27.0,10,223,1,1,0,55.4,16.5,177.8
2026-08-11 11:00:00,31.4,95,10.1,25.6,11,223,1,1,0,92.2,19.3,181.1
2026-08-11 12:00:00,31.7,94,11.5,29.2,12,223,1,1,0,125.9,23.2,180.6
2026-08-11 13:00:00,32.4,75,10.9,28.8,13,223,1,1,0,108.2,20.7,191.5
2026-08-11 14:00:00,33.0,79,8.7,27.7,14,223,1,1,0,68.4,20.2,188.2
2026-08-11 15:00:00,33.1,73,9.8,24.8,15,223,1,1,0,41.8,15.0,189.8
2026-08-11 16:00:00,32.6,89,7.3,24.5,16,223,1,1,0,0.0,16.1,179.9
2026-08-11 17:00:00,29.6,100,1.4,17.3,17,223,1,1,0,0.0,0.0,176.6
2026-08-11 18:00:00,29.4,100,3.4,7.9,18,223,1,0,1,0.0,0.0,159.3
2026-08-11 19:00:00,28.6,99,7.8,15.1,19,223,1,0,1,0.0,6.6,149.1
2026-08-11 20:00:00,28.3,100,5.4,15.8,20,223,1,0,1,0.0,5.4,151.4
2026-08-11 21:00:00,27.4,100,8.9,18.0,21,223,1,0,1,0.0,13.9,141.8
2026-08-11 22:00:00,27.0,99,10.4,20.2,22,223,1,0,1,0.0,15.1,137.7
2026-08-11 23:00:00,27.6,100,7.8,20.9,23,223,1,0,1,0.0,13.3,139.4
2026-08-12 00:00:00,27.5,100,5.7,14.4,0,224,2,0,0,0.0,3.8,65.7
2026-08-12 01:00:00,27.4,96,7.5,13.7,1,224,2,0,0,0.0,8.4,62.0
2026-08-12 02:00:00,27.2,95,8.1,15.5,2,224,2,0,0,0.0,6.8,61.5
2026-08-12 03:00:00,26.8,100,7.9,14.8,3,224,2,0,0,0.0,11.9,60.3
2026-08-12 04:00:00,26.7,72,8.7,16.9,4,224,2,0,0,0.0,11.2,51.8
2026-08-12 05:00:00,26.5,75,2.6,18.0,5,224,2,0,0,0.0,1.3,56.6
2026-08-12 06:00:00,26.4,91,3.5,7.6,6,224,2,0,0,0.0,0.0,50.5
2026-08-12 07:00:00,26.6,86,4.6,10.4,7,224,2,0,0,0.0,2.0,60.7
2026-08-12 08:00:00,27.7,84,4.6,14.0,8,224,2,0,0,0.2,3.2,57.0
2026-08-12 09:00:00,28.9,61,5.4,20.5,9,224,2,1,0,49.4,10.6,168.1
2026-08-12 10:00:00,30.1,100,4.7,21.2,10,224,2,1,0,55.9,7.8,171.8
2026-08-12 11:00:00,28.4,99,6.0,20.9,11,224,2,1,0,88.1,9.6,157.4
2026-08-12 12:00:00,28.0,98,8.9,23.4,12,224,2,1,0,123.2,13.6,163.2
2026-08-12 13:00:00,26.8,97,11.1,27.7,13,224,2,1,0,85.3,18.0,162.0
2026-08-12 14:00:00,27.8,80,10.5,27.4,14,224,2,1,0,66.6,16.2,167.2
2026-08-12 15:00:00,28.5,86,10.3,25.9,15,224,2,1,0,30.7,18.5,168.4
2026-08-12 16:00:00,29.3,59,11.2,27.4,16,224,2,1,0,21.8,18.5,168.7
2026-08-12 17:00:00,28.1,56,3.9,27.4,17,224,2,1,0,0.0,13.1,166.8
2026-08-12 18:00:00,28.2,27,5.9,14.4,18,224,2,0,1,0.0,8.3,142.6
2026-08-12 19:00:00,27.9,10,3.4,14.0,19,224,2,0,1,0.0,4.0,137.1
2026-08-12 20:00:00,27.5,8,4.9,9.4,20,224,2,0,1,0.0,0.5,140.8
2026-08-12 21:00:00,27.5,47,5.6,14.0,21,224,2,0,1,0.0,6.5,142.9
2026-08-12 22:00:00,27.2,77,6.7,13.7,22,224,2,0,1,0.0,6.5,146.8
2026-08-12 23:00:00,26.9,99,7.0,14.4,23,224,2,0,1,0.0,6.5,130.8
2026-08-13 00:00:00,26.4,98,3.3,22.0,0,225,3,0,0,0.0,1.2,56.9
2026-08-13 01:00:00,25.9,100,3.5,7.9,1,225,3,0,0,0.0,0.0,58.9
2026-08-13 02:00:00,26.0,100,6.5,13.0,2,225,3,0,0,0.0,7.8,57.3
2026-08-13 03:00:00,25.9,100,5.5,13.0,3,225,3,0,0,0.0,4.4,58.9
2026-08-13 04:00:00,25.6,100,4.4,10.8,4,225,3,0,0,0.0,0.0,59.0
2026-08-13 05:00:00,25.8,47,9.6,15.8,5,225,3,0,0,0.0,13.7,50.3
2026-08-13 06:00:00,25.4,34,7.7,18.0,6,225,3,0,0,0.0,11.5,50.8
2026-08-13 07:00:00,25.6,82,6.8,14.4,7,225,3,0,0,0.0,5.5,53.6
2026-08-13 08:00:00,25.6,83,6.9,19.8,8,225,3,0,0,0.0,10.1,47.6
2026-08-13 09:00:00,27.4,85,10.3,25.9,9,225,3,1,0,35.9,15.0,158.4
2026-08-13 10:00:00,28.5,98,9.8,26.3,10,225,3,1,0,56.3,15.5,162.3
2026-08-13 11:00:00,29.4,94,7.3,25.2,11,225,3,1,0,90.1,14.7,164.7
2026-08-13 12:00:00,30.0,37,6.8,22.3,12,225,3,1,0,171.5,15.1,170.4
2026-08-13 13:00:00,31.1,83,6.2,21.6,13,225,3,1,0,103.0,9.3,177.4
2026-08-13 14:00:00,31.4,25,6.5,20.2,14,225,3,1,0,110.6,10.5,185.6
2026-08-13 15:00:00,31.6,13,7.6,21.2,15,225,3,1,0,87.8,11.1,186.7
2026-08-13 16:00:00,30.7,39,9.2,22.7,16,225,3,1,0,33.1,17.2,183.4
2026-08-13 17:00:00,31.1,31,10.3,25.6,17,225,3,1,0,9.5,18.9,179.8
2026-08-13 18:00:00,29.8,13,9.4,21.6,18,225,3,0,1,0.0,18.7,151.2
2026-08-13 19:00:00,28.7,9,9.5,19.1,19,225,3,0,1,0.0,13.8,149.0
2026-08-13 20:00:00,28.1,20,9.2,18.7,20,225,3,0,1,0.0,19.3,151.6
2026-08-13 21:00:00,27.8,72,8.1,18.0,21,225,3,0,1,0.0,11.5,141.0
2026-08-13 22:00:00,27.5,42,8.2,15.8,22,225,3,0,1,0.0,9.7,144.0
2026-08-13 23:00:00,27.6,66,8.7,16.2,23,225,3,0,1,0.0,11.0,136.2
2026-08-14 00:00:00,27.2,47,8.1,16.9,0,226,4,0,0,0.0,8.5,56.4
2026-08-14 01:00:00,26.9,20,7.8,15.8,1,226,4,0,0,0.0,11.0,59.7
2026-08-14 02:00:00,26.7,4,8.6,16.9,2,226,4,0,0,0.0,12.1,50.9
2026-08-14 03:00:00,26.6,9,8.6,17.3,3,226,4,0,0,0.0,12.5,54.0
2026-08-14 04:00:00,26.4,28,8.5,16.9,4,226,4,0,0,0.0,7.4,49.2
2026-08-14 05:00:00,26.4,33,8.6,16.9,5,226,4,0,0,0.0,8.5,56.8
2026-08-14 06:00:00,26.2,66,8.1,16.9,6,226,4,0,0,0.0,9.9,41.5
2026-08-14 07:00:00,26.9,35,8.2,17.6,7,226,4,0,0,3.2,10.8,55.3
2026-08-14 08:00:00,28.0,24,11.1,27.7,8,226,4,0,0,50.0,22.6,55.8
2026-08-14 09:00:00,29.0,51,9.4,26.3,9,226,4,1,0,59.9,18.3,163.7
2026-08-14 10:00:00,30.0,41,8.8,23.4,10,226,4,1,0,98.5,17.0,178.5
2026-08-14 11:00:00,30.8,51,12.6,27.0,11,226,4,1,0,125.8,24.4,185.6
2026-08-14 12:00:00,31.6,53,12.5,31.3,12,226,4,1,0,158.3,23.5,180.7
2026-08-14 13:00:00,32.0,94,12.9,31.3,13,226,4,1,0,87.6,23.0,183.5
2026-08-14 14:00:00,32.4,96,13.8,33.1,14,226,4,1,0,56.1,25.6,187.1
2026-08-14 15:00:00,32.4,97,13.6,32.8,15,226,4,1,0,21.2,25.5,186.9
2026-08-14 16:00:00,32.1,84,14.1,32.4,16,226,4,1,0,0.3,26.9,185.4
2026-08-14 17:00:00,31.6,66,12.2,32.0,17,226,4,1,0,0.0,24.6,173.8
